,Unnamed: 0,brand,alignment,Word2Vec_alignment,Word2Vec_resid_alignment,Wikipedia_alignment,Wikipedia_resid_alignment,Glove_alignment,Glove_resid_alignment
1290,116.0,bearpaw,0.13306038069334344,0.13306037400183,-0.02282067602906128,-0.09931198662471527,0.020806298517307448,0.12137391999636538,-0.03080954830748779
1291,188.0,longchamp,0.13306132574256466,0.1330613190510037,-0.040691985967245756,-0.12637142953850003,-0.11477330211106415,0.10327349013067878,-0.042929840584118154
1292,232.0,lsc,0.1331976377728063,0.13319763107439028,0.12036570879625866,-0.01702967309303978,0.0566887412203535,0.026949377367306637,0.03840833871238971
1293,746.0,esi,0.1336417400151623,0.1336417332944127,0.016632686823226196,0.013998847185160472,0.029892691427228633,0.09908994595574896,0.004640496921142707
1294,491.0,nbc,0.13401174766865145,0.13401174092929438,0.08375007390989431,-0.12251891158605616,-0.07673628069882782,0.004843866343397488,0.023505538378260894
1296,79.0,hanes,0.13533150319035944,0.1353314963846328,0.07782758320745918,-0.09355179173469097,-0.04071988395847116,0.016074572459858848,-0.012547706203119707
1297,1208.0,nambe,0.13577094450486374,0.1357709376770379,-0.060533759532572715,-0.12419119083825048,-0.060969616617009136,-0.0076661704288522176,-0.06558229472909116
1298,666.0,boucheron,0.1357807398603897,0.13578073303207128,-0.10573913861143917,-0.19993975417542026,-0.13882159331417382,0.08973466131197934,-0.046042827613192845
1299,818.0,sweetleaf,0.13583834804235606,0.13583834121114058,0.03961713669604161,-0.09400945428431903,-0.003274654906565533,0.0060728102166875235,-0.043822789575863115
1300,1010.0,hamms,0.13613826052410796,0.13613825367781007,0.1530789347763623,-0.16205895611282933,0.09793538091468393,-0.06702485226800756,-0.012999298538668148
1301,132.0,havaianas,0.1364554761052495,0.13645546924299906,0.0672296580569416,-0.09478434764508167,0.03688781961169558,0.06962856660623697,-0.08746410263783258
1302,334.0,unison,0.13681431102997887,0.13681430414968293,0.12703965688825822,-0.04027035902254852,0.0617945848433792,0.008818852919437369,0.03161314239852234
1303,894.0,biscoff,0.13731590258528134,0.13731589567976069,-0.07047948336058396,-0.1510878250168614,-0.08935229416286244,0.036153261329155875,-0.060200723331540286
1304,147.0,skechers,0.1378249471667306,0.13782494023561048,0.06106494002627556,-0.10611930409210893,0.01556517537344351,0.07944419028220434,-0.08298020562082398
1305,1060.0,lins,0.1378676300281032,0.13786762309483652,0.0744515100459779,-0.14311588202804917,-0.07920700176678941,0.06549410942968786,0.00807806676321432
1306,950.0,snickers,0.13786889780482006,0.13786889087148962,0.04564976526705316,-0.0686161566162217,0.053073515638531465,0.05731103449640269,-0.0305985566241831
1308,1347.0,daymark,0.13913420879609767,0.13913420179913563,0.1302903822620507,-0.08277467352027781,0.059530990426935174,0.027443240299575275,0.06698927576166586
1309,700.0,anacin,0.13978450043274915,0.13978449340308435,0.008073526521508135,-0.08771876784668042,0.06019053705482025,-0.016602575343386414,-0.08195359740920015
1310,1463.0,spa,0.13994198496806776,0.13994197793048324,-0.017097819482636743,-0.09468505713456511,-0.06044885529863504,0.09122559899618544,-0.053867890560215764
1311,889.0,ritas,0.14073293842816612,0.14073293135080508,0.057277415944836485,-0.1785933608727972,-0.017796945531603044,0.09947518655315245,0.04085679918758571
1312,935.0,buendia,0.1409146595424082,0.14091465245590856,0.060013543484275275,-0.13594775297111453,-0.03181489793987873,-0.021806266105288026,-0.06560731580389312
1314,1198.0,gaia,0.14264034448930196,0.14264033731601886,-0.03026809284891252,-0.03491407706079963,0.006280234174421823,0.08716675740263308,-0.0003947964755978686
1315,650.0,ponds,0.14300132759986695,0.14300132040843022,0.047587229189609545,-0.07081653429323934,0.029429085677214483,0.01554633634245682,-0.07547703024367894
1316,910.0,carrs,0.14328102876339993,0.14328102155789724,0.01151348485849531,-0.1154372542967481,-0.06508155411191884,-0.013403355372531803,-0.09899084805995578
1319,879.0,talenti,0.14480765949033664,0.14480765220806074,0.056353331270349936,-0.13877718202826916,0.0415910416763841,0.006835805524202097,-0.0343797820503825
1320,883.0,abbotts,0.14501395115484628,0.1450139438621961,0.0897576597166441,-0.1589455255473326,-0.01212075711617629,0.05710905528685937,0.004441829998823872
1321,512.0,dinova,0.14539793604211074,0.14539792873015023,-0.013419609604045177,-0.07518124220523469,0.002210565862151282,0.052808686576702436,0.07121178622496643
1322,615.0,showbiz,0.14541348394730366,0.14541347663456128,0.08067044078126236,-0.02675929572899635,0.03706537525469158,0.1303467959853375,0.08088475728961612
1323,958.0,publix,0.14576049455048534,0.14576048722029197,0.1229480626897562,-0.028895787197067178,0.10307513829594897,0.10735068230545089,0.07705191489482176
1324,95.0,prada,0.14582632062611567,0.1458263132926121,0.10325884773054489,-0.03472141040080842,0.015787342661696804,0.10838100201416608,0.07131425308048905
1325,1053.0,abuelos,0.14599889734615298,0.1459988900039706,0.02355762725406154,-0.07045178371250116,0.03985722315699291,0.001982528413498136,-0.03258065914944511
1326,742.0,enu,0.14708472768105452,0.14708472028426645,-0.018607214886348845,-0.0993810652993892,-0.06196279396575691,0.06037440579386909,-0.020139843533490798
1327,113.0,balenciaga,0.14735592722232038,0.14735591981189394,0.07283126314743865,-0.14149819394401236,-0.006687480999211522,0.09653566012239811,-0.07190116738594995
1328,1406.0,whistler,0.14736361265994904,0.14736360524913603,0.14826864020238298,-0.18518402353085045,-0.044957634123842904,0.009094404690619954,0.06365596230117895
1329,851.0,maranatha,0.14774233605975656,0.1477423286298979,0.09901266872653525,-0.12632263616548917,0.004425722395053094,-0.0557568180726047,-0.13109112351991825
