,brand,residual_alignment,alignment
922,vea,-0.0805340001997687,0.00791243146326881
317,jefferies,-0.08050594105309122,-0.08055890422192138
903,milano,-0.08023070333832391,0.029995401247710423
1459,vistajet,-0.08008828153287792,-0.09039774177705204
143,novus,-0.0800826609726597,-0.0016485604218497707
394,sfr,-0.07997732621558626,-0.01016020695111859
125,crocs,-0.07989751846196858,0.009032656621381988
106,zubaz,-0.07915798378368918,-0.013576418526581015
73,gabba,-0.07881682367761841,-0.04943567705790383
750,florastor,-0.07878317029939755,0.04826475474524035
722,prosource,-0.07875272295698442,0.014561956106166802
332,uif,-0.07867574833047353,-0.08026567270303243
517,emg,-0.07855492554715857,-0.034815873093522964
740,eas,-0.0783261019278473,0.0005410724231509345
1276,jomar,-0.0781994420102469,0.06750224292970575
498,unimas,-0.07759542266384209,-0.04445863835959354
1196,corelle,-0.07728338463629764,0.14998365550144105
784,prinova,-0.07713454098289461,0.023010513367246622
1132,burton,-0.07653077649862752,-0.013262040004898258
612,merlin,-0.07648905289711717,-0.019492011342750266
87,levis,-0.0762214394317393,-0.018794667028478422
1310,rayovac,-0.07615758430858381,-0.0574256699381484
550,simulmedia,-0.07603172352105203,-0.006311990651089705
834,fiore,-0.07589505154187595,0.026711367591531747
714,epic,-0.07585385955729389,0.0036997480743265546
614,schneider,-0.07573449962522269,-0.01897966751394663
744,epicor,-0.0757060632194792,-0.019947199139697412
1221,vandor,-0.07570096823871234,0.05968033677808665
896,emperador,-0.07566085421402838,0.05988373887318401
839,mezzetta,-0.07538855998263781,0.04892947740254998
576,whitewalls,-0.07486109847184982,-0.00149393328085963
443,msi,-0.07453224820233442,-0.02152078303620048
806,gnc,-0.07415621562800268,0.01063931545096658
46,thor,-0.0737843129753778,-0.037076475366341635
721,powerbar,-0.07371684301117905,0.022455981885473583
179,couture,-0.07347977989774666,0.15420984850220965
442,kangaroo,-0.07311135477385206,-0.0346332413792509
923,wasa,-0.07310220220902774,0.016161675169333062
439,amax,-0.07304992944260863,-0.03048185467827506
391,powersearch,-0.07299832130535273,0.017917840327153114
729,align,-0.07298672400259706,0.004916680421236372
767,limitless,-0.07289212658877203,-0.011658608900863766
249,bloomberg,-0.07287819905796458,-0.07670386875274257
1081,perkins,-0.07264006981885435,-0.03979529311959268
275,allianz,-0.0722780889364524,-0.07354809963596542
1052,redfish,-0.0720707455789767,-0.04698119024273863
782,precharge,-0.07190002112503728,0.06647318547419834
829,bunge,-0.07171434335006513,0.031181954260305338
1090,wingstreet,-0.0716785097449735,-0.03575938423166292
751,frs,-0.0716049460462884,0.009541899599368037
837,mazola,-0.07090330798415963,0.07478840966597791
701,bc,-0.07055849045946347,0.025435914727865404
527,maingate,-0.0705543900751658,-0.010836462011329696
894,biscoff,-0.07047948690494804,0.13731590258528137
725,advantedge,-0.07039796515084305,0.06698490980381736
173,botkier,-0.07012084503494925,0.2444390501646913
919,ritz,-0.06972917334347907,0.04308518825119845
1272,cuddledown,-0.0696757736740604,0.20343103864090895
413,eatel,-0.06956034926931302,-0.012862505355148754
1230,dreamland,-0.06943612250525148,-0.039100723249937214
556,wistia,-0.06926780494719775,0.02317399058848485
1262,avanti,-0.06918549207017238,0.09834653353503842
1307,duracell,-0.0690359359927857,-0.046998828528954886
1421,dutchmen,-0.06880115449264554,-0.0660531534599563
508,businessonline,-0.06868598514128192,0.026430375709743183
515,ebrandz,-0.0686763323216916,0.012606647356536577
1317,hefty,-0.06846498240251539,-0.008480977018154142
410,xfinity,-0.0680014982467357,-0.007208191062851827
946,mars,-0.0678133768888263,0.03196688604612523
737,cosequin,-0.06778351970789037,0.05808336770266917
370,claro,-0.06761767483383264,-0.006149700679020391
848,adams,-0.06711789539151926,-0.030680211810105915
1082,reubens,-0.06671675279374287,-0.038463826016676056
778,performax,-0.0665578719222458,0.03420577115019443
1210,oneida,-0.06644221203948512,0.07928970812868032
1312,saft,-0.06643104650328305,-0.05348858967701659
563,fb,-0.06635334175349109,0.028051809283921134
350,ifs,-0.06630654662486891,-0.07207118178573653
367,buckeye,-0.06617796741222466,-0.0079353128047569
47,vans,-0.06591794208571086,-0.012287213991986084
525,jumpfly,-0.06584987506661047,0.009373268444391129
694,cremo,-0.06580168137858329,-0.0270429311592347
796,vht,-0.06555206481402198,0.009339396461691851
1042,teledyne,-0.06510437581580494,-0.05855266361211986
363,arvig,-0.06507087037919293,0.05627319035963182
112,arche,-0.064468656103924,0.044033067486186274
575,teknion,-0.06438889590178162,0.006293604305904813
785,pritikin,-0.0642192396569107,0.006475843991370859
1197,fiesta,-0.06416055132282167,0.08798559666898834
1413,dap,-0.0638827442949047,-0.032837368984198145
717,larabar,-0.06378017069888689,0.06546988958497443
145,privo,-0.06374752538530001,0.06621569783924051
14,endura,-0.0635677503471087,-0.018936273155090957
56,caliber,-0.06348923116950905,-0.020817558450945715
190,maxmara,-0.06338573121361621,0.19384364151327294
207,revo,-0.06332900185523474,-0.055819688956622496
468,westhost,-0.06317013618061332,0.002056020750226522
757,humann,-0.06289007810846922,0.015254296954154065
924,arden,-0.0627704665175526,0.04856628745114644
799,hylands,-0.0626936687522893,0.024964749378270333
194,samara,-0.06265099804931472,0.17094373628327153
360,airtel,-0.06262639905772999,-0.005862577429489438
1247,marpac,-0.062390601478141926,-0.018259439589854754
699,aleve,-0.06225950685918102,0.0012697122696300987
1138,northwave,-0.0616192518406163,0.020171236312740887
181,fendi,-0.061603456097349026,0.15185152761483212
533,movio,-0.061571754634252344,0.03120689918337076
689,remington,-0.06154575394788518,0.08382290597683358
151,superfeet,-0.06148483780936864,0.10104706721942561
542,postnet,-0.061476231234427935,0.012506612635419667
932,mcdonalds,-0.06139897198333318,-0.002765645152470242
364,bendbroadband,-0.06096748603562195,0.017815555288177503
1048,bonefish,-0.06069989542571611,-0.02391698425081912
72,filson,-0.0606895146924256,-0.011480190971039386
1208,nambe,-0.060533762645571684,0.13577094450486377
928,gavina,-0.06018497378165207,0.0008207859575845239
335,aecom,-0.06001968685756439,-0.06010995347111484
1260,acteon,-0.05939733147554376,0.1065176549755393
1240,lectus,-0.05933386920305167,-0.016154034479269778
288,optionshouse,-0.05907607986504135,-0.05850936714343796
911,crix,-0.05861617540167416,0.1697363354143338
1229,casper,-0.05837878064388678,-0.025465351484849352
23,ktm,-0.05831326041014357,-0.013148066317860672
1190,purina,-0.05809589426942077,0.055694461742187285
111,ara,-0.05770575269885524,0.03745924667346904
1298,lg,-0.057418879841783003,-0.010376138001856081
539,outbrain,-0.05711953394332568,0.009831473279000816
565,gunlocke,-0.056864971098107245,0.0530423515498719
536,neustar,-0.056860905785592386,-0.01860670498457676
887,outshine,-0.056705101373285376,-0.014659477681092237
1440,blount,-0.056558961161839935,-0.030279614390270906
1290,tablecloth,-0.05651478856015621,0.16202032047649245
591,marel,-0.056040878590040505,-0.04076081080079675
661,faces,-0.055967566959554994,0.03470705068297737
1050,mos,-0.05592631554028714,-0.029768850556341365
453,oki,-0.05589560073588925,0.019782524381481204
340,panchos,-0.05583863801230417,-0.07989067426800465
331,rabobank,-0.055787729877386866,-0.053762587465566974
454,panasonic,-0.055720489043229904,0.02124756128373214
846,barilla,-0.055299589449726655,0.01240618164911071
908,voortman,-0.055249779525965104,0.10359304912009483
1211,oxo,-0.055161978847398,0.09718918717348664
1252,revived,-0.055118557739448376,-0.029535850795101726
157,ecco,-0.05509652167702915,-0.07832992321570467
1412,comex,-0.05480204368079956,-0.02917385349662676
609,ires,-0.05474783819498131,-0.002650444481349268
913,dux,-0.05436198977690633,0.04838808727466243
88,milwaukee,-0.05393406697101895,-0.013727340146094563
54,blair,-0.05389323206276471,-0.008757689229189028
412,cogeco,-0.05384414830541075,-0.021274873390989744
857,belfonte,-0.053775086354073784,-0.006618852536407958
1233,eight,-0.053706701333576745,-0.021209015347278242
1195,conserve,-0.05342070322443438,0.08249171638381755
912,crunchmaster,-0.05324659707668637,0.1849895481683777
580,navigator,-0.052853557924165274,-0.035948431983768216
463,elastichosts,-0.05256216643117127,0.02561842343538602
52,aftco,-0.05254911990131778,0.01618610948887326
690,unilever,-0.05239913788688239,0.1062174650102845
77,greenco,-0.052380707486244654,0.02647740218973799
626,cerave,-0.05232439395072337,0.12379489117520193
766,kura,-0.05197001984605852,0.020733969867662967
532,moo,-0.051957666227709906,-0.004639883972331357
1078,milestones,-0.05186668620630058,-0.01820514269278775
810,musclepharm,-0.051751669174173315,0.005527938164259484
49,voler,-0.05139568810313273,0.022527788910160898
437,advantech,-0.05117953889763754,-0.010360237910653393
1037,furbo,-0.05091926086445949,-0.06684860321558456
82,izod,-0.05073845209469856,-0.0050376190370692905
695,gillette,-0.050553684425800924,-0.017049564863152178
868,klondike,-0.05027696995796034,-0.010588913142096597
520,getresponse,-0.05018723904960274,0.016061014708472734
953,brims,-0.04989665275018853,-0.03741222679759962
403,utopia,-0.04973152139102655,0.01899970076621297
210,shadetree,-0.04931015275741861,-0.0656164310784978
618,tmc,-0.0491731767125,0.003450784515956075
713,clif,-0.04907864618448425,0.034909772002749605
302,goldmoney,-0.049059857171803604,-0.047173327436917385
1186,halo,-0.04882550699994867,0.07195663742133229
754,goodbelly,-0.048812600820251524,0.08685746762751
83,kelto,-0.048716420158281315,0.023773614768143898
1027,gopro,-0.04869269313069135,-0.029607233664597745
1445,merengue,-0.04843241138869665,-0.020839311709085102
947,mentos,-0.04834346011214666,0.04485058099568045
17,garneau,-0.047733880443918665,-0.006752294084284825
719,olly,-0.047647280089935976,0.032376588214032054
2,alpinestars,-0.04735986139020823,-0.0037170830227395146
608,imagemakers,-0.047356500534323526,0.048905216680072666
1089,tucanos,-0.047353494312460394,0.01153940862905332
561,dauphin,-0.047308637806348725,0.016284966127515864
1097,booyah,-0.04729623211891876,-0.12083310100255959
255,gotham,-0.04686642099195859,-0.05273551965832674
733,carnivora,-0.04672003164085611,0.08687330993618941
501,wgn,-0.046683527616577264,-0.018513226044682952
44,stio,-0.04655042722526647,0.061958797974617556
555,wishabi,-0.04636096990549028,0.037395876123008466
169,supra,-0.04614942888059421,-0.07334504713686099
743,enzymedica,-0.04596885414483476,0.058622434513761826
1281,parachute,-0.04578509057194579,0.09138742566059946
460,cpanel,-0.04570635996021661,0.028872783004313094
438,alienware,-0.04541569090497605,-0.0017266902555666402
788,regimen,-0.0454102860038242,0.03291062949970968
471,aflac,-0.04538280660110487,-0.023571291082659776
1273,downtown,-0.04503897463326238,0.11425275820236011
259,icon,-0.044956502970588674,-0.0517560510373277
1257,tulo,-0.0448799895929524,-0.019065262958927052
1188,koha,-0.04418617285863058,0.07562590907170069
301,forex,-0.044140433698406784,-0.042729563045253924
514,dotmailer,-0.04367695246569099,0.028541801959711642
588,fraser,-0.043576773626374056,-0.02303340542785889
1164,rawlings,-0.04347691512330579,-0.06689211892090083
397,starmedia,-0.0432187125104372,0.027218887296865217
114,bally,-0.04307667137220894,0.045703930524721624
1141,poc,-0.043054814335041325,0.04329964786782456
804,elysium,-0.04303451296450473,0.030498682941282194
120,boden,-0.04292114340918011,0.06526285035434631
1139,org,-0.04278188533585481,0.010759786901606401
758,ico,-0.04232631066386082,0.039760064517551416
203,kaenon,-0.04219074366363519,-0.02976751645185877
250,cboe,-0.04211556037066043,-0.04126298626552155
199,costa,-0.04208503927966568,-0.03938157094415021
756,hims,-0.04176840646369049,0.1293294127852146
338,credible,-0.041100317319440326,-0.04232704218446814
441,hp,-0.040825809095738796,0.01161926245676481
188,longchamp,-0.0406919880136174,0.13306132574256463
379,izzi,-0.04060631775319533,0.02574329327740677
1444,flagship,-0.04056245947341385,-0.005539380608800937
862,enlightened,-0.040343253560453936,-0.0016285101010602952
359,comcast,-0.04032762650793262,0.02012384122405409
1104,daiwa,-0.040252172697604095,-0.10653876598562537
724,zing,-0.04018662065666692,0.04574103869647968
209,serengeti,-0.040039267264636094,-0.031231396292850818
361,alcatel,-0.03983710410939145,0.01853252982722504
1067,fuddruckers,-0.03969409540883707,-0.004451881259933602
1405,toc,-0.03965978345050357,-0.06946701506050457
571,meadows,-0.03963976840847337,0.04113681262967893
704,tylenol,-0.039533756451900166,0.022111546736319668
356,sunbelt,-0.03950921056104752,-0.03995088318129843
639,garnier,-0.039377334204291584,0.05050224219975189
825,ariston,-0.03934774825633876,0.0890361440843398
306,stash,-0.03924540385593656,-0.04226495451798486
336,amone,-0.03912753999476276,-0.052857550640023426
959,richards,-0.03895634704708317,-0.02384644937349658
273,vanguard,-0.038938962761683044,-0.03997618343092689
1011,harpoon,-0.03888712651306294,-0.12425969235582944
20,huk,-0.0388580856376902,0.015365055979410316
687,sensodyne,-0.03849399870945981,0.09569666755902889
432,protected,-0.03847114706146286,-0.013276768297222477
99,tucker,-0.03830297420807994,0.02508695391979144
1356,hid,-0.03819830376369669,-0.05194464286660545
272,uscf,-0.03788521889952072,-0.03979696257202248
926,boyer,-0.03786627517179881,0.03591886293303057
1183,addiction,-0.03779477374921458,0.07779286656183931
473,castro,-0.03776347636578637,-0.008897326743386513
543,printup,-0.03772309919019737,0.007208312127154195
474,cbs,-0.03767101703106979,0.009382881855238306
698,advil,-0.03760038516118264,0.03897796599186392
1039,fluke,-0.03756992550623784,-0.022897375893462368
521,greenfield,-0.037457682052639864,0.02841172597168512
568,indiana,-0.03740907390284311,0.02880803260508498
192,moschino,-0.03729206785230307,0.1676632871256622
148,soda,-0.036911282760742556,0.05210538777292271
1416,lanco,-0.03673373549028858,-0.007657982041984791
1059,benihana,-0.03668681335546624,-0.004662571711639371
876,schoeps,-0.03660044395083055,-0.004468416910253931
789,resveratrol,-0.0365770991369358,0.027765395556545943
64,cromwell,-0.03628201330528362,0.01484591981607828
1057,piatti,-0.03619351055737584,0.006437855485563232
36,roka,-0.03605297594491103,0.011583128814681036
344,aig,-0.03603680348474685,-0.039383912159445034
202,gatorz,-0.03603042426406428,-0.024236339857219895
404,verizon,-0.03588251596722637,0.030393453387050032
885,fritz,-0.035519770600483246,0.019090745716403804
1315,brawny,-0.0349840010901572,0.019052412265233205
1428,norris,-0.03496590953140376,-0.03138568452747077
941,coronado,-0.03496517908986099,0.055637350414172726
577,winsted,-0.03493157875338743,0.02829188837622755
557,aip,-0.03489110635519885,0.030452318404926487
1411,berel,-0.0348548577823965,0.026125983346929334
931,mccafe,-0.03467755714712424,0.014347551384491258
855,soom,-0.03460225781998501,0.02278958083408887
730,amway,-0.03442237785559872,0.040321021622497705
1162,obrien,-0.034247165319244,-0.06307402651173502
1419,airstream,-0.034115941067453234,-0.024711428823013727
451,juki,-0.034014472640613566,0.04332828931425244
961,tostitos,-0.033741232333549726,-0.015605784711355625
124,cougar,-0.03372192558574849,0.06456800267471864
483,harry,-0.033682966789832625,0.002372526953088044
411,yahoo,-0.03356880943194129,0.024011076395797963
792,squeezed,-0.033546489622211115,0.036429670280159594
378,hughesnet,-0.03337735612849582,0.017784687735766032
684,orajel,-0.03326383731344664,0.125717437483407
797,vitamix,-0.033018204513759065,0.07432398113924643
78,haggar,-0.032690905502542875,0.01907468770379154
388,optimum,-0.03231986627124944,0.03691868669613532
619,usajobs,-0.03231819077481447,0.03951295357305799
759,ignite,-0.03213681189535164,0.055730943592390954
1131,apex,-0.03202498066583857,0.037431525758177105
234,netspend,-0.032007456313661406,-0.04030996308694426
706,excedrin,-0.03196732527928872,0.04402913906701525
