,Unnamed: 0,brand,alignment,Word2Vec_alignment,Word2Vec_resid_alignment,Wikipedia_alignment,Wikipedia_resid_alignment,Glove_alignment,Glove_resid_alignment,CommonCrawl_alignment,CommonCrawl_resid_alignment
102,1353,garrett,-0.053513004,-0.053513002,-0.028741902,-0.208467849,-0.064780267,-0.085635971,0.005988203,-0.247938078,-0.075005341
103,1312,saft,-0.05348859,-0.053488587,-0.066431043,-0.129468017,-0.092526966,-0.063535363,-0.050269189,-0.151419205,-0.10704456
104,336,amone,-0.052857551,-0.052857548,-0.039127538,0,0.155989445,0.017477627,0.034307978,-0.228522776,-0.114991687
105,51,zoot,-0.052798593,-0.05279859,-0.095607709,-0.16400126,-0.119592809,-0.090523686,-0.102394159,-0.123753945,-0.117185381
106,255,gotham,-0.05273552,-0.052735517,-0.046866419,-0.15609214,-0.082015149,-0.023900584,0.011480159,-0.149611314,-0.072265695
107,96,rapala,-0.052373397,-0.052373395,-0.086219229,-0.148088046,-0.072549127,-0.045164603,-0.057828479,-0.106527849,-0.089289568
108,1356,hid,-0.051944643,-0.05194464,-0.038198302,-0.138689729,-0.053141337,-0.03074095,0.028745183,-0.104483296,-0.049966903
109,1142,slick,-0.051805975,-0.051805972,-0.108905857,-0.190738288,-0.08239427,-0.119154444,-0.1175667,-0.148787449,-0.040207242
110,259,icon,-0.051756051,-0.051756048,-0.044956499,-0.092072649,-0.041527314,0.023739528,0.047807449,-0.090463252,-0.033632621
111,1170,fanatec,-0.051021475,-0.051021472,-0.025403481,0,0.175794957,0.006117049,0.050944487,-0.074117505,0.02316236
112,238,exxonmobil,-0.05038462,-0.050384618,-0.02659205,-0.220129463,0.031189866,-0.028655061,-5.98E-05,-0.103080044,0.043290092
113,377,htc,-0.050306154,-0.050306151,-0.125921465,-0.082303366,-0.044926993,-0.015574878,-0.011112624,0.038416401,0.0637492
114,1015,miller,-0.050125416,-0.050125414,0.014811773,-0.222881026,0.048821218,-0.07032184,0.006587321,-0.237669689,0.04186073
115,1108,gamakatsu,-0.049911855,-0.049911853,0.06381179,0,0.264514222,-5.37E-05,0.078092695,-0.045443553,0.135526489
116,1193,baccarat,-0.049536482,-0.04953648,-0.186633004,-0.172019624,-0.087341664,-0.050141265,-0.105430861,-0.048530248,-0.019099464
117,73,gabba,-0.049435677,-0.049435675,-0.07881682,-0.145895712,-0.088189701,-0.047059944,-0.060842693,-0.147015448,-0.130500169
118,1220,valletta,-0.048582792,-0.048582789,-0.152298023,-0.077735231,-0.002845487,0.068557491,-0.004118964,-0.036923529,-0.003935426
119,150,sporto,-0.047913809,-0.047913807,-0.148083186,-0.198439471,-0.066445252,0.103215581,-0.048648086,-0.06395508,0.035658186
120,1152,goalpost,-0.047424439,-0.047424437,-0.009355892,-0.198343683,-0.010078142,-0.038901507,-0.025256813,-0.147768955,-0.005555604
121,302,goldmoney,-0.047173327,-0.047173325,-0.049059853,-0.179693947,-0.035485109,-0.04981172,-0.017766695,-0.110890719,-0.002901408
122,1307,duracell,-0.046998829,-0.046998826,-0.069035933,-0.156093624,-0.091927805,-0.067189552,-0.069722211,-0.150206758,-0.065673373
123,103,vince,-0.04698535,-0.046985347,-0.081658211,-0.296408878,-0.230672845,-0.145590456,-0.137183352,-0.278296696,-0.235344824
124,1052,redfish,-0.04698119,-0.046981188,-0.072070743,-0.11498094,-0.011345161,-0.063023028,-0.082706122,-0.061555898,0.013734039
125,559,bdi,-0.046815537,-0.046815535,-0.099196097,-0.080311209,-0.009242327,-0.016887579,-0.04538311,-0.106609798,0.05000326
126,1199,gibson,-0.046106001,-0.046105998,-0.177693164,-0.24560014,-0.163128931,-0.071640386,-0.111716529,-0.230313954,-0.168768396
127,1168,wincraft,-0.045728056,-0.045728054,-0.005376181,0,0.160443547,-0.080148413,-0.063680413,-0.124233317,-0.002017304
128,366,bos,-0.045180686,-0.045180684,-0.104740815,-0.129029839,-0.080728635,-0.084201183,-0.054555612,-0.154874662,-0.113665567
129,998,yuengling,-0.044636681,-0.044636678,-0.011263775,-0.187508904,0.101567624,-0.097284582,-0.041174931,-0.184663565,0.072187869
130,498,unimas,-0.044458638,-0.044458636,-0.082198757,-0.141849891,0.021351811,0.082888792,0.079614448,-0.103386261,0.006312178
131,974,carlsberg,-0.044003228,-0.044003226,-0.006513441,-0.212763217,0.06948228,-0.121098722,-0.054086788,-0.155605404,0.09981056
132,160,kuru,-0.04394582,-0.043945818,-0.021092409,-0.138432196,-0.056740754,-0.038598222,-0.056296196,-0.071148324,-0.006705918
133,780,phillips,-0.043821237,-0.043821235,-0.110456463,-0.195171445,-0.142078636,-0.03918204,-0.094882471,-0.198801495,-0.112319107
134,669,sensu,-0.043705406,-0.043705404,-0.268743438,-0.066764324,-0.036417638,-0.086249534,-0.177375258,-0.027110033,-0.018170267
135,230,prosper,-0.043487876,-0.043487874,-0.026092354,-0.17645372,-0.009822189,-0.087272294,-0.03766679,-0.133215479,-0.007083801
136,537,nielsen,-0.043476301,-0.043476298,-0.090673045,-0.149519065,-0.082924593,0.002796748,0.045472063,-0.141796076,-0.058749516
137,247,betashares,-0.04334466,-0.043344657,-0.029146378,-0.143104213,0.010132737,0,0.044588779,-0.051061995,0.072652773
138,107,aldo,-0.04313791,-0.043137908,-0.12571663,-0.223962845,-0.159127728,-0.134198857,-0.270403362,-0.193287148,-0.138732688
139,731,ascent,-0.043020433,-0.043020431,-0.106999411,-0.142323919,-0.118752315,-0.094478751,-0.125857323,-0.168236032,-0.124748178
140,720,paleo,-0.042831043,-0.042831041,-0.106645349,-0.087896261,-0.072953621,0.029466063,-0.054434062,-0.018151325,0.014105507
141,301,forex,-0.042729563,-0.042729561,-0.04414043,-0.080349392,-0.022015842,-0.128400801,-0.093105722,-0.061910859,-0.002056056
142,32,puma,-0.042461505,-0.042461503,-0.110246636,-0.097559032,-0.061884094,0.004623049,-0.02668898,-0.113076342,-0.106119708
143,338,credible,-0.042327042,-0.04232704,-0.041100315,-0.087094204,0.053161386,-0.087568967,-0.040617603,-0.079979703,0.039565124
144,306,stash,-0.042264955,-0.042264952,-0.039245406,-0.118320518,-0.053371148,0.065332516,0.073750631,-0.029468619,0.033879043
145,12,dainese,-0.041711395,-0.041711393,-0.085344747,-0.158353101,-0.053593336,-0.041962564,-0.061528054,-0.131868987,-0.114634687
146,250,cboe,-0.041262986,-0.041262984,-0.042115558,-0.08823305,-0.030364522,-0.066634243,-0.0304889,-0.061487785,0.01701005
147,1175,telltale,-0.041244092,-0.04124409,-0.030218243,-0.132704955,0.031750067,-0.056975473,0.008669845,-0.118607763,0.006888852
148,591,marel,-0.040760811,-0.040760809,-0.056040875,-0.152470825,-0.033294729,-0.006049946,-0.025555951,-0.034556977,0.039181694
149,405,viasat,-0.040398876,-0.040398874,-0.093232633,-0.142158258,-0.057363773,-0.071395585,-0.056482925,-0.05720241,0.000583429
150,234,netspend,-0.040309963,-0.040309961,-0.032007455,-0.183208948,0.028180031,0.022336349,0.041153783,-0.015176477,0.091198479
151,373,epix,-0.040294492,-0.04029449,-0.092179826,-0.07229683,-0.001599353,-0.065841443,-0.049349274,-0.154564513,-0.118498612
152,273,vanguard,-0.039976183,-0.039976181,-0.038938961,-0.152627274,-0.050591585,-0.031428428,0.007901383,-0.072152934,0.038389206
153,356,sunbelt,-0.039950883,-0.039950881,-0.039509209,-0.155875104,-0.025307834,-0.051803376,-0.014151875,-0.124110234,-0.013864518
154,272,uscf,-0.039796963,-0.039796961,-0.037885219,-0.116968251,-0.060792034,-0.047666804,-0.015056479,-0.202645243,-0.103393822
155,1081,perkins,-0.039795293,-0.039795291,-0.072640065,-0.182558533,-0.06754701,-0.046246104,-0.073408285,-0.201937977,-0.076806912
156,344,aig,-0.039383912,-0.03938391,-0.036036802,-0.110838783,0.030510433,-0.134902922,-0.086047247,-0.074004311,-0.019288064
157,199,costa,-0.039381571,-0.039381569,-0.042085037,-0.160636752,-0.085890794,-0.009471585,-0.038444035,-0.109817845,-0.045624224
158,1001,rogue,-0.039347866,-0.039347864,0.008991215,-0.118672832,0.073010515,0.023850337,0.068584352,-0.086714155,0.103453345
159,1230,dreamland,-0.039100723,-0.039100721,-0.03344155,-0.112330696,0.073237481,0.057455738,0.037579925,-0.064094874,0.099189349
160,749,evogen,-0.038723133,-0.038723131,-0.114013317,0,0.04228455,-0.002739906,-0.05886407,-0.076399308,-0.039170795
161,1082,reubens,-0.038463826,-0.038463824,-0.06671675,-0.261950848,-0.144755823,-0.030866678,-0.057749775,-0.18868838,-0.096929238
162,504,admore,-0.03781109,-0.037811088,-0.094825096,0,0.118987173,0.063475546,0.079421367,-0.168754696,-0.100855129
163,535,netseer,-0.037639847,-0.037639845,-0.111111847,0,0.118987173,0,0.058474599,-0.072996441,-0.00938033
164,953,brims,-0.037412227,-0.037412225,-0.04989665,-0.190826987,-0.031966213,0.012336568,-0.005469687,-0.091409157,0.010188127
165,389,otelco,-0.037331516,-0.037331514,-0.099706195,0,0.143680956,-0.003587822,-0.001994292,-0.05756251,0.002145552
166,765,kion,-0.037113733,-0.037113731,-0.096600254,-0.192111929,-0.167795088,-0.011968063,-0.068049424,-0.124023395,-0.096765926
167,46,thor,-0.037076475,-0.037076474,-0.073784309,-0.208746117,-0.164009486,-0.096633411,-0.098035982,-0.221123649,-0.199920049
168,560,brewer,-0.036741837,-0.036741835,-0.102295379,-0.165210139,-0.053048494,-0.057462028,-0.082013483,-0.149500504,-0.05244982
169,1161,niterider,-0.036600929,-0.036600927,-0.00244458,0,0.160443547,-0.085049473,-0.062991059,-0.072081925,0.057316333
170,580,navigator,-0.035948432,-0.03594843,-0.052853555,-0.212383554,-0.038334415,-0.045475638,-0.058751116,-0.113716115,0.023564951
171,1090,wingstreet,-0.035759384,-0.035759382,-0.071678504,-0.114591728,0.025972443,0.011275591,-0.018214041,-0.106690366,0.022124913
172,1160,newell,-0.035468169,-0.035468167,-0.008564907,-0.250608336,-0.105179942,-0.092666402,-0.055110003,-0.208857105,-0.07656815
173,1277,liddell,-0.035402577,-0.035402576,-0.157312144,-0.173568269,-0.060602292,-0.128454284,-0.193805861,-0.1979638,-0.102089422
174,611,marten,-0.035307406,-0.035307404,-0.083538358,-0.184819107,-0.111346126,-0.033409417,-0.033108402,-0.133581513,-0.070291313
175,517,emg,-0.034815873,-0.034815871,-0.078554922,-0.0928802,-0.002283058,-0.079353293,-0.027242677,-0.015180939,0.0220513
176,442,kangaroo,-0.034633241,-0.03463324,-0.073111351,-0.168210279,-0.081677217,-0.019653492,-0.010611448,-0.114162839,-0.048065814
177,396,slingshot,-0.034389447,-0.034389446,-0.103249965,-0.176674061,-0.057627898,-0.086703426,-0.058715939,-0.112362122,-0.006260135
178,1302,steele,-0.034379588,-0.034379586,-0.084457199,-0.232388114,-0.126028261,0.038169858,-0.026815991,-0.174179392,-0.057866222
179,984,presidente,-0.034354299,-0.034354297,0.003619165,-0.225241989,0.080319993,-0.124695045,-0.049494035,-0.191221433,0.084016402
180,1408,fireking,-0.03408219,-0.034082188,-0.000670356,0,0.149508327,0.049277938,0.084434598,-0.10187003,0.047274806
181,1169,corsair,-0.034048586,-0.034048584,-0.018394647,-0.067457121,0.057495838,-0.056392379,0.00300461,-0.077284302,0.040276312
182,191,mcm,-0.03368299,-0.033682988,-0.226870897,0.062942025,0.03009023,-0.013664721,-0.113975807,-0.062917003,-0.087534989
183,1219,stuart,-0.033562564,-0.033562562,-0.164641356,-0.221138924,-0.139307507,-0.045388253,-0.09248667,-0.222882831,-0.155233662
184,1413,dap,-0.032837369,-0.032837367,-0.063882741,-0.107933154,0.01856417,-0.08786497,-0.08320183,-0.107988028,-0.03801974
185,1292,vianney,-0.032248249,-0.032248248,-0.141090195,-0.168450128,-0.043191995,-0.081465466,-0.161472754,-0.154135686,-0.068133248
186,11,cortech,-0.031449484,-0.031449482,-0.084222232,0,0.101451787,-0.095241028,-0.101196178,-0.124548069,-0.104025697
187,1428,norris,-0.031385685,-0.031385683,-0.034965909,-0.227465121,-0.099786657,-0.120175297,-0.017654012,-0.234785966,-0.104397434
188,209,serengeti,-0.031231396,-0.031231395,-0.040039265,-0.117068706,-0.003101643,-0.040387299,-0.066878705,-0.047758789,0.042811672
189,84,kerusso,-0.031195205,-0.031195203,-0.081970738,-0.191484241,-0.077857705,-0.038810313,-0.055849414,-0.169635304,-0.145066462
190,164,montrail,-0.031156527,-0.031156525,-0.016018221,0,0.140617461,0.022541625,-0.010673126,-0.073467188,0.042749924
191,848,adams,-0.030680212,-0.03068021,-0.067117892,-0.251757445,-0.155374248,-0.049039693,-0.133248225,-0.243858814,-0.148440116
192,439,amax,-0.030481855,-0.030481853,-0.073049926,-0.1786715,-0.107626909,-0.028260795,-0.018271908,-0.141430613,-0.117362552
193,1379,rauckman,-0.030425875,-0.030425873,-0.008923589,0,0.149508327,0,0.088915305,-0.16583008,-0.033678406
194,994,troegs,-0.030376352,-0.03037635,0.024824894,0,0.169549416,0.005426613,0.048406346,-0.154003178,0.034998095
195,1440,blount,-0.030279614,-0.030279613,-0.056558957,-0.187895305,-0.085945363,-0.126596116,-0.136185804,-0.167983633,-0.075471018
196,516,emerse,-0.030027415,-0.030027413,-0.091846174,0,0.118987173,-0.01544576,0.019697641,-0.063816277,0.034954158
197,371,directv,-0.029908796,-0.029908794,-0.10449529,-0.13710066,0.010103935,-0.057367513,-0.049403607,-0.125681758,-0.063126469
